path	classification	basis
tests/test_issue1446_glued_heading_lift.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1447_heading_hierarchy.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1458_stability_hardening.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1464_workspace_dropdown_filter.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1488_composer_voice_buttons.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1494_state_db_fd_leak.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1499_keyless_onboarding.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1499_onboarding_probe.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1500_lmstudio_env_var_alignment.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1511_dedup_shared_reference.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1527_lmstudio_base_url_classification.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1538_nous_live_catalog.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1539_provider_removal_dropdown_invalidation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1560_password_env_var_lock.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1567_nous_picker_capacity_and_symmetry.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1568_duplicate_provider_groups.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1574_cron_profile_lock.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1579_whats_new_link_404.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1611_session_profile_filtering.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1612_renamed_root_profile.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1614_project_profile_filtering.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1617_tps_message_header.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1618_yaml_json_diff_newline_preserve.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1623_sse_heartbeat_alignment.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1624_repair_stale_pending_grace.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1625_local_server_model_id_preservation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1633_models_cache_version_stamp.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1669_sidebar_scroll_jump_fix.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1680_codex_spark.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1690_scroll_completion.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1697_multi_image_paste.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1699_model_cache_source_fingerprint.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1700_parallel_profile_switch.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1731_upward_scroll_unpins.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1743_model_picker_race.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1765_codex_quota.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1766_quota_topbar.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1771_session_model_switch_sync.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1785_workspace_preview_breadcrumb.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1786_workspace_heading_actions.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1793_file_tree_cruft_filter.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1796_error_toasts.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1800_file_html_interactions.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1806_named_custom_provider_resolution.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue1807_codex_provider_card_live_models.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
